objectid,parentid,title,description,type,format,display_template,object_location,image_small,image_thumb
,dcb284,,,,,,/objects/284_2.JPG,/objects/small/284_2_sm.jpg,/objects/thumbs/284_2_th.jpg
dcb285,,"Indiana soda bottle F and V, Fort Wayne",no description,record,image/jpg,multiple,,/objects/small/285_1_sm.jpg,/objects/thumbs/285_1_th.jpg
,dcb285,,,,,,/objects/285_1.JPG,/objects/small/285_1_sm.jpg,/objects/thumbs/285_1_th.jpg
,dcb285,,,,,,/objects/285_2.JPG,/objects/small/285_2_sm.jpg,/objects/thumbs/285_2_th.jpg
dcb286,,Indiana soda bottle L. Brames & Co Fort Wayne,no description,record,image/jpg,multiple,,/objects/small/286_1_sm.jpg,/objects/thumbs/286_1_th.jpg
,dcb286,,,,,,/objects/286_1.JPG,/objects/small/286_1_sm.jpg,/objects/thumbs/286_1_th.jpg
,dcb286,,,,,,/objects/286_2.JPG,/objects/small/286_2_sm.jpg,/objects/thumbs/286_2_th.jpg
dcb287,,Indiana soda bottle J.F. Fremion Bottling Works,Ft Wayne,record,image/jpg,multiple,,/objects/small/287_1_sm.jpg,/objects/thumbs/287_1_th.jpg
,dcb287,,,,,,/objects/287_1.JPG,/objects/small/287_1_sm.jpg,/objects/thumbs/287_1_th.jpg
,dcb287,,,,,,/objects/287_2.JPG,/objects/small/287_2_sm.jpg,/objects/thumbs/287_2_th.jpg
dcb288,,Indiana soda bottle J.L. Fremion Ft Wayne,no description,record,image/jpg,multiple,,/objects/small/288_1_sm.jpg,/objects/thumbs/288_1_th.jpg
,dcb288,,,,,,/objects/288_1.JPG,/objects/small/288_1_sm.jpg,/objects/thumbs/288_1_th.jpg
,dcb288,,,,,,/objects/288_2.JPG,/objects/small/288_2_sm.jpg,/objects/thumbs/288_2_th.jpg
dcb289,,Indiana soda bottle J.L. Fremion Bottling Works,Ft Wayne,record,image/jpg,multiple,,/objects/small/289_1_sm.jpg,/objects/thumbs/289_1_th.jpg
,dcb289,,,,,,/objects/289_1.JPG,/objects/small/289_1_sm.jpg,/objects/thumbs/289_1_th.jpg
,dcb289,,,,,,/objects/289_2.JPG,/objects/small/289_2_sm.jpg,/objects/thumbs/289_2_th.jpg
dcb290,,Indiana soda bottle J.L. Fremion Bottling Works,Ft Wayne,record,image/jpg,multiple,,/objects/small/290_1_sm.jpg,/objects/thumbs/290_1_th.jpg
,dcb290,,,,,,/objects/290_1.JPG,/objects/small/290_1_sm.jpg,/objects/thumbs/290_1_th.jpg
,dcb290,,,,,,/objects/290_2.JPG,/objects/small/290_2_sm.jpg,/objects/thumbs/290_2_th.jpg
dcb291,,Indiana soda bottle J.L. Fremion Bottling Works,Ft Wayne,record,image/jpg,multiple,,/objects/small/291_1_sm.jpg,/objects/thumbs/291_1_th.jpg
,dcb291,,,,,,/objects/291_1.JPG,/objects/small/291_1_sm.jpg,/objects/thumbs/291_1_th.jpg
,dcb291,,,,,,/objects/291_2.JPG,/objects/small/291_2_sm.jpg,/objects/thumbs/291_2_th.jpg
dcb292,,Indiana soda bottle J.L. Fremion Ft Wayne,no description,record,image/jpg,multiple,,/objects/small/292_1_sm.jpg,/objects/thumbs/292_1_th.jpg
,dcb292,,,,,,/objects/292_1.JPG,/objects/small/292_1_sm.jpg,/objects/thumbs/292_1_th.jpg
,dcb292,,,,,,/objects/292_2.JPG,/objects/small/292_2_sm.jpg,/objects/thumbs/292_2_th.jpg
dcb293,,Indiana soda bottle Lenz Bros. Ft Wayne,no description,record,image/jpg,multiple,,/objects/small/293_1_sm.jpg,/objects/thumbs/293_1_th.jpg
,dcb293,,,,,,/objects/293_1.JPG,/objects/small/293_1_sm.jpg,/objects/thumbs/293_1_th.jpg
,dcb293,,,,,,/objects/293_2.JPG,/objects/small/293_2_sm.jpg,/objects/thumbs/293_2_th.jpg
dcb294,,Indiana soda bottle Lenz Bros. Ft Wayne,no description,record,image/jpg,multiple,,/objects/small/294_1_sm.jpg,/objects/thumbs/294_1_th.jpg
,dcb294,,,,,,/objects/294_1.JPG,/objects/small/294_1_sm.jpg,/objects/thumbs/294_1_th.jpg
,dcb294,,,,,,/objects/294_2.JPG,/objects/small/294_2_sm.jpg,/objects/thumbs/294_2_th.jpg
dcb295,,Indiana soda bottle Lenz Bros Bottling Co Ft Wayne,no description,record,image/jpg,multiple,,/objects/small/295_1_sm.jpg,/objects/thumbs/295_1_th.jpg
,dcb295,,,,,,/objects/295_1.JPG,/objects/small/295_1_sm.jpg,/objects/thumbs/295_1_th.jpg
,dcb295,,,,,,/objects/295_2.JPG,/objects/small/295_2_sm.jpg,/objects/thumbs/295_2_th.jpg
dcb296,,Indiana soda bottle Lenz Bros Bottling Co Ft Wayne,no description,record,image/jpg,multiple,,/objects/small/296_1_sm.jpg,/objects/thumbs/296_1_th.jpg
,dcb296,,,,,,/objects/296_1.JPG,/objects/small/296_1_sm.jpg,/objects/thumbs/296_1_th.jpg
,dcb296,,,,,,/objects/296_2.JPG,/objects/small/296_2_sm.jpg,/objects/thumbs/296_2_th.jpg
dcb297,,"Indiana soda bottle Lenz Bros Bottling Works, Ft","Wayne, lot of 2, nick to one",record,image/jpg,multiple,,/objects/small/297_1_sm.jpg,/objects/thumbs/297_1_th.jpg
,dcb297,,,,,,/objects/297_1.JPG,/objects/small/297_1_sm.jpg,/objects/thumbs/297_1_th.jpg
,dcb297,,,,,,/objects/297_2.JPG,/objects/small/297_2_sm.jpg,/objects/thumbs/297_2_th.jpg
dcb298,,Indiana soda bottle F and V Bottling Works Ft,Wayne,record,image/jpg,multiple,,/objects/small/298_1_sm.jpg,/objects/thumbs/298_1_th.jpg
,dcb298,,,,,,/objects/298_1.JPG,/objects/small/298_1_sm.jpg,/objects/thumbs/298_1_th.jpg
,dcb298,,,,,,/objects/298_2.JPG,/objects/small/298_2_sm.jpg,/objects/thumbs/298_2_th.jpg
dcb299,,Indiana soda bottle J.L. Fremion Bottling Works Ft,Wayne,record,image/jpg,multiple,,/objects/small/299_1_sm.jpg,/objects/thumbs/299_1_th.jpg
,dcb299,,,,,,/objects/299_1.JPG,/objects/small/299_1_sm.jpg,/objects/thumbs/299_1_th.jpg
,dcb299,,,,,,/objects/299_2.JPG,/objects/small/299_2_sm.jpg,/objects/thumbs/299_2_th.jpg
dcb300,,Indiana soda bottle Wm Scheele Mineral Water,Works Ft Wayne,record,image/jpg,multiple,,/objects/small/300_1_sm.jpg,/objects/thumbs/300_1_th.jpg
,dcb300,,,,,,/objects/300_1.JPG,/objects/small/300_1_sm.jpg,/objects/thumbs/300_1_th.jpg
,dcb300,,,,,,/objects/300_2.JPG,/objects/small/300_2_sm.jpg,/objects/thumbs/300_2_th.jpg
dcb301,,"Indiana soda bottle lot of 2, Wm Scheele Ft Wayne",no description,record,image/jpg,multiple,,/objects/small/301_1_sm.jpg,/objects/thumbs/301_1_th.jpg
,dcb301,,,,,,/objects/301_1.JPG,/objects/small/301_1_sm.jpg,/objects/thumbs/301_1_th.jpg
,dcb301,,,,,,/objects/301_2.JPG,/objects/small/301_2_sm.jpg,/objects/thumbs/301_2_th.jpg
dcb302,,Indiana soda bottle lot of 4: 2 Wm Scheele and,"2 L. Brames & Son, all with nicks, Ft Wayne",record,image/jpg,multiple,,/objects/small/302_1_sm.jpg,/objects/thumbs/302_1_th.jpg
,dcb302,,,,,,/objects/302_1.JPG,/objects/small/302_1_sm.jpg,/objects/thumbs/302_1_th.jpg
,dcb302,,,,,,/objects/302_2.JPG,/objects/small/302_2_sm.jpg,/objects/thumbs/302_2_th.jpg
dcb303,,"Indiana soda bottle John A. Reis Bottler,",Lafayette IN,record,image/jpg,multiple,,/objects/small/303_1_sm.jpg,/objects/thumbs/303_1_th.jpg
,dcb303,,,,,,/objects/303_1.JPG,/objects/small/303_1_sm.jpg,/objects/thumbs/303_1_th.jpg
,dcb303,,,,,,/objects/303_2.JPG,/objects/small/303_2_sm.jpg,/objects/thumbs/303_2_th.jpg
dcb304,,"Indiana beer bottle Wabash Brewing Co, Wabash IN",no description,record,image/jpg,multiple,,/objects/small/304_1_sm.jpg,/objects/thumbs/304_1_th.jpg
,dcb304,,,,,,/objects/304_1.JPG,/objects/small/304_1_sm.jpg,/objects/thumbs/304_1_th.jpg
,dcb304,,,,,,/objects/304_2.JPG,/objects/small/304_2_sm.jpg,/objects/thumbs/304_2_th.jpg
dcb305,,"Indiana beer bottle Wabash Brewing Co, Wabash IN",no description,record,image/jpg,multiple,,/objects/small/305_1_sm.jpg,/objects/thumbs/305_1_th.jpg
,dcb305,,,,,,/objects/305_1.JPG,/objects/small/305_1_sm.jpg,/objects/thumbs/305_1_th.jpg
,dcb305,,,,,,/objects/305_2.JPG,/objects/small/305_2_sm.jpg,/objects/thumbs/305_2_th.jpg
dcb306,,Indiana beer bottle John A. Reis Star City,"Bottling Works, Lafayette IN",record,image/jpg,multiple,,/objects/small/306_1_sm.jpg,/objects/thumbs/306_1_th.jpg
,dcb306,,,,,,/objects/306_1.JPG,/objects/small/306_1_sm.jpg,/objects/thumbs/306_1_th.jpg
,dcb306,,,,,,/objects/306_2.JPG,/objects/small/306_2_sm.jpg,/objects/thumbs/306_2_th.jpg
dcb307,,Indiana beer bottle John A. Reis Bottler Lafayette,IN,record,image/jpg,multiple,,/objects/small/307_1_sm.jpg,/objects/thumbs/307_1_th.jpg
,dcb307,,,,,,/objects/307_1.JPG,/objects/small/307_1_sm.jpg,/objects/thumbs/307_1_th.jpg
,dcb307,,,,,,/objects/307_2.JPG,/objects/small/307_2_sm.jpg,/objects/thumbs/307_2_th.jpg
dcb308,,Indiana beer bottle Lafayette Bottling Works,no description,record,image/jpg,multiple,,/objects/small/308_1_sm.jpg,/objects/thumbs/308_1_th.jpg
,dcb308,,,,,,/objects/308_1.JPG,/objects/small/308_1_sm.jpg,/objects/thumbs/308_1_th.jpg
,dcb308,,,,,,/objects/308_2.JPG,/objects/small/308_2_sm.jpg,/objects/thumbs/308_2_th.jpg
dcb309,,Indiana beer bottle John A. Reis Star City,"Bottling Works, Lafayette IN",record,image/jpg,multiple,,/objects/small/309_1_sm.jpg,/objects/thumbs/309_1_th.jpg
,dcb309,,,,,,/objects/309_1.JPG,/objects/small/309_1_sm.jpg,/objects/thumbs/309_1_th.jpg
,dcb309,,,,,,/objects/309_2.JPG,/objects/small/309_2_sm.jpg,/objects/thumbs/309_2_th.jpg
dcb310,,"Indiana beer bottle Howells Bottling Works,",Lafayette IN,record,image/jpg,multiple,,/objects/small/310_1_sm.jpg,/objects/thumbs/310_1_th.jpg
,dcb310,,,,,,/objects/310_1.JPG,/objects/small/310_1_sm.jpg,/objects/thumbs/310_1_th.jpg
,dcb310,,,,,,/objects/310_2.JPG,/objects/small/310_2_sm.jpg,/objects/thumbs/310_2_th.jpg
dcb311,,Indiana beer bottle Terre Haute Brewing Co,Terre Haute IN,record,image/jpg,multiple,,/objects/small/311_1_sm.jpg,/objects/thumbs/311_1_th.jpg
,dcb311,,,,,,/objects/311_1.JPG,/objects/small/311_1_sm.jpg,/objects/thumbs/311_1_th.jpg
,dcb311,,,,,,/objects/311_2.JPG,/objects/small/311_2_sm.jpg,/objects/thumbs/311_2_th.jpg
dcb312,,"Indiana beer bottle lot of 2, Hannagan &",Fitzgerald Bottlers Lafayette IN,record,image/jpg,multiple,,/objects/small/312_1_sm.jpg,/objects/thumbs/312_1_th.jpg
,dcb312,,,,,,/objects/312_1.JPG,/objects/small/312_1_sm.jpg,/objects/thumbs/312_1_th.jpg
,dcb312,,,,,,/objects/312_2.JPG,/objects/small/312_2_sm.jpg,/objects/thumbs/312_2_th.jpg
dcb313,,"Indiana beer bottle lot of 3, Columbia Brewing Co,",Logansport IN,record,image/jpg,multiple,,/objects/small/313_1_sm.jpg,/objects/thumbs/313_1_th.jpg
,dcb313,,,,,,/objects/313_1.JPG,/objects/small/313_1_sm.jpg,/objects/thumbs/313_1_th.jpg
,dcb313,,,,,,/objects/313_2.JPG,/objects/small/313_2_sm.jpg,/objects/thumbs/313_2_th.jpg
dcb314,,Indiana beer bottle lot of 4 Berghoff bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/314.JPG,/objects/small/314_sm.JPG,/objects/thumbs/314_th.JPG
dcb315,,Indiana beer bottle lot of 4 Berghoff bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/315.JPG,/objects/small/315_sm.JPG,/objects/thumbs/315_th.JPG
dcb316,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/316.JPG,/objects/small/316_sm.JPG,/objects/thumbs/316_th.JPG
dcb317,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/317.JPG,/objects/small/317_sm.JPG,/objects/thumbs/317_th.JPG
dcb318,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/318.JPG,/objects/small/318_sm.JPG,/objects/thumbs/318_th.JPG
dcb319,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/319.JPG,/objects/small/319_sm.JPG,/objects/thumbs/319_th.JPG
dcb320,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/320.JPG,/objects/small/320_sm.JPG,/objects/thumbs/320_th.JPG
dcb321,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/321.JPG,/objects/small/321_sm.JPG,/objects/thumbs/321_th.JPG
dcb322,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/322.JPG,/objects/small/322_sm.JPG,/objects/thumbs/322_th.JPG
dcb323,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/323.JPG,/objects/small/323_sm.JPG,/objects/thumbs/323_th.JPG
dcb324,,Indiana beer bottle lot of 5 Centlivre bottles,Ft Wayne,Image;StillImage,image/jpg,image,/objects/324.JPG,/objects/small/324_sm.JPG,/objects/thumbs/324_th.JPG
dcb325,,"Beer bottle, Green Seal Select",no description,record,image/jpg,multiple,,/objects/small/325_1_sm.jpg,/objects/thumbs/325_1_th.jpg
,dcb325,,,,,,/objects/325_1.JPG,/objects/small/325_1_sm.jpg,/objects/thumbs/325_1_th.jpg
,dcb325,,,,,,/objects/325_2.JPG,/objects/small/325_2_sm.jpg,/objects/thumbs/325_2_th.jpg
dcb326,,"Beer bottle, Green Seal Select",no description,record,image/jpg,multiple,,/objects/small/326_1_sm.jpg,/objects/thumbs/326_1_th.jpg
,dcb326,,,,,,/objects/326_1.JPG,/objects/small/326_1_sm.jpg,/objects/thumbs/326_1_th.jpg
,dcb326,,,,,,/objects/326_2.JPG,/objects/small/326_2_sm.jpg,/objects/thumbs/326_2_th.jpg
dcb327,,"Beer bottle lot of 7, Green Seal Select",,Image;StillImage,image/jpg,image,/objects/327.JPG,/objects/small/327_sm.JPG,/objects/thumbs/327_th.JPG
dcb328,,"Indiana beer bottle Madison Brewing Co,",Madison IN,record,image/jpg,multiple,,/objects/small/328_1_sm.jpg,/objects/thumbs/328_1_th.jpg
,dcb328,,,,,,/objects/328_1.JPG,/objects/small/328_1_sm.jpg,/objects/thumbs/328_1_th.jpg
,dcb328,,,,,,/objects/328_2.JPG,/objects/small/328_2_sm.jpg,/objects/thumbs/328_2_th.jpg
dcb329,,"Indiana beer bottle PH Zorn Brewing Co,",Michigan City IN,record,image/jpg,multiple,,/objects/small/329_1_sm.jpg,/objects/thumbs/329_1_th.jpg
,dcb329,,,,,,/objects/329_1.JPG,/objects/small/329_1_sm.jpg,/objects/thumbs/329_1_th.jpg
,dcb329,,,,,,/objects/329_2.JPG,/objects/small/329_2_sm.jpg,/objects/thumbs/329_2_th.jpg
dcb330,,"Indiana beer bottle PH Zorn Brewing Co,",Michigan City IN,record,image/jpg,multiple,,/objects/small/330_1_sm.jpg,/objects/thumbs/330_1_th.jpg
,dcb330,,,,,,/objects/330_1.JPG,/objects/small/330_1_sm.jpg,/objects/thumbs/330_1_th.jpg
,dcb330,,,,,,/objects/330_2.JPG,/objects/small/330_2_sm.jpg,/objects/thumbs/330_2_th.jpg
dcb331,,"Indiana beer bottle Minck Brewing Co Richmond IN,",lot of 2,Image;StillImage,image/jpg,image,/objects/331.JPG,/objects/small/331_sm.JPG,/objects/thumbs/331_th.JPG
dcb332,,Indiana beer bottle Madison Brewing Co Madison IN,no description,record,image/jpg,multiple,,/objects/small/332_1_sm.jpg,/objects/thumbs/332_1_th.jpg
,dcb332,,,,,,/objects/332_1.JPG,/objects/small/332_1_sm.jpg,/objects/thumbs/332_1_th.jpg
,dcb332,,,,,,/objects/332_2.JPG,/objects/small/332_2_sm.jpg,/objects/thumbs/332_2_th.jpg
dcb333,,"Beer bottle A. Gettelman, Milwaukee",no description,record,image/jpg,multiple,,/objects/small/333_1_sm.jpg,/objects/thumbs/333_1_th.jpg
,dcb333,,,,,,/objects/333_1.JPG,/objects/small/333_1_sm.jpg,/objects/thumbs/333_1_th.jpg
,dcb333,,,,,,/objects/333_2.JPG,/objects/small/333_2_sm.jpg,/objects/thumbs/333_2_th.jpg
dcb334,,"Beer bottle, Frank Fehr Brewing Co Louisville KY",no description,record,image/jpg,multiple,,/objects/small/334_1_sm.jpg,/objects/thumbs/334_1_th.jpg
,dcb334,,,,,,/objects/334_1.JPG,/objects/small/334_1_sm.jpg,/objects/thumbs/334_1_th.jpg
,dcb334,,,,,,/objects/334_2.JPG,/objects/small/334_2_sm.jpg,/objects/thumbs/334_2_th.jpg
dcb335,,"Beer bottle, Koppitz-Melcher Brew Co. Detroit MI",no description,record,image/jpg,multiple,,/objects/small/335_1_sm.jpg,/objects/thumbs/335_1_th.jpg
,dcb335,,,,,,/objects/335_1.JPG,/objects/small/335_1_sm.jpg,/objects/thumbs/335_1_th.jpg
,dcb335,,,,,,/objects/335_2.JPG,/objects/small/335_2_sm.jpg,/objects/thumbs/335_2_th.jpg
dcb336,,Lot of 6 assorted bottles,,Image;StillImage,image/jpg,image,/objects/336.JPG,/objects/small/336_sm.JPG,/objects/thumbs/336_th.JPG
dcb337,,"Log Cabin bitters bottle, cracked, chip",,Image;StillImage,image/jpg,image,/objects/337.JPG,/objects/small/337_sm.JPG,/objects/thumbs/337_th.JPG
dcb338,,"Lot of 7 bottles, some damage",,Image;StillImage,image/jpg,image,/objects/338.JPG,/objects/small/338_sm.JPG,/objects/thumbs/338_th.JPG
dcb339,,"Coca Cola lot of 2 bottles: amber Fort Wayne,","(chip), and aqua Indianapolis",Image;StillImage,image/jpg,image,/objects/339.JPG,/objects/small/339_sm.JPG,/objects/thumbs/339_th.JPG
dcb340,,"Bitters bottle H.E. Bucklen & Co, Chicago IL,",Electric Bitters,record,image/jpg,multiple,,/objects/small/340_1_sm.jpg,/objects/thumbs/340_1_th.jpg
,dcb340,,,,,,/objects/340_1.JPG,/objects/small/340_1_sm.jpg,/objects/thumbs/340_1_th.jpg
,dcb340,,,,,,/objects/340_2.JPG,/objects/small/340_2_sm.jpg,/objects/thumbs/340_2_th.jpg
dcb341,,"Lot of 9 assorted bottles, some damage",,Image;StillImage,image/jpg,image,/objects/341.JPG,/objects/small/341_sm.JPG,/objects/thumbs/341_th.JPG
dcb342,,Lot of 5 Fort Wayne Drug Company bottles,,Image;StillImage,image/jpg,image,/objects/342.JPG,/objects/small/342_sm.JPG,/objects/thumbs/342_th.JPG
dcb343,,"Indiana beer bottle lot of 4 Walter Raupfer,",Columbia City IN,Image;StillImage,image/jpg,image,/objects/343.JPG,/objects/small/343_sm.JPG,/objects/thumbs/343_th.JPG
dcb344,,"Indiana beer bottle lot of 4 Walter Raupfer,",Columbia City IN,Image;StillImage,image/jpg,image,/objects/344.JPG,/objects/small/344_sm.JPG,/objects/thumbs/344_th.JPG
dcb345,,"Indiana beer bottle lot of 4 Walter Raupfer,",Columbia City IN,Image;StillImage,image/jpg,image,/objects/345.JPG,/objects/small/345_sm.JPG,/objects/thumbs/345_th.JPG
dcb346,,"Indiana beer bottle lot of 4 Walter Raupfer,",Columbia City IN,Image;StillImage,image/jpg,image,/objects/346.JPG,/objects/small/346_sm.JPG,/objects/thumbs/346_th.JPG
dcb347,,Lot of decanters and bottles,,Image;StillImage,image/jpg,image,/objects/347.JPG,/objects/small/347_sm.JPG,/objects/thumbs/347_th.JPG
dcb348,,"Lot of 29 Fort Wayne medicine bottles, various",condition,Image;StillImage,image/jpg,image,/objects/348.JPG,/objects/small/348_sm.JPG,/objects/thumbs/348_th.JPG
dcb349,,"Lot of 35 +/- Fort Wayne medicine bottles, various",condition,Image;StillImage,image/jpg,image,/objects/349.JPG,/objects/small/349_sm.JPG,/objects/thumbs/349_th.JPG
dcb350,,"Lot of 30 Fort Wayne medicine bottles, various",condition,Image;StillImage,image/jpg,image,/objects/350.JPG,/objects/small/350_sm.JPG,/objects/thumbs/350_th.JPG
dcb351,,"Lot of 13 Fort Wayne medicine bottles, various",condition,Image;StillImage,image/jpg,image,/objects/351.JPG,/objects/small/351_sm.JPG,/objects/thumbs/351_th.JPG
dcb352,,"Lot of 10 medicine bottles, various condition",,Image;StillImage,image/jpg,image,/objects/352.JPG,/objects/small/352_sm.JPG,/objects/thumbs/352_th.JPG
dcb353,,"Lot of 11 medicine bottles, various condition",,Image;StillImage,image/jpg,image,/objects/353.JPG,/objects/small/353_sm.JPG,/objects/thumbs/353_th.JPG
dcb354,,"Box of bottles, various condition",,Image;StillImage,image/jpg,image,/objects/354.JPG,/objects/small/354_sm.JPG,/objects/thumbs/354_th.JPG
dcb355,,"Berghoff cone top beer can, some rust",,Image;StillImage,image/jpg,image,/objects/355.JPG,/objects/small/355_sm.JPG,/objects/thumbs/355_th.JPG
dcb356,,"Berghoff cone top beer can, some rust",,Image;StillImage,image/jpg,image,/objects/356.JPG,/objects/small/356_sm.JPG,/objects/thumbs/356_th.JPG
dcb357,,"Berghoff cone top beer can, some rust",,Image;StillImage,image/jpg,image,/objects/357.JPG,/objects/small/357_sm.JPG,/objects/thumbs/357_th.JPG
dcb358,,"Lot of 3 beer cans: 2 - Old Crown, 1 Becker's,",some rust,Image;StillImage,image/jpg,image,/objects/358.JPG,/objects/small/358_sm.JPG,/objects/thumbs/358_th.JPG
dcb359,,Miniature Berghoff bottle,,Image;StillImage,image/jpg,image,/objects/359.JPG,/objects/small/359_sm.JPG,/objects/thumbs/359_th.JPG
dcb360,,"Sterling Beer plaster mug bank music box,","non-working, handle re-stuck",record,image/jpg,multiple,,/objects/small/360_1_sm.jpg,/objects/thumbs/360_1_th.jpg
,dcb360,,,,,,/objects/360_1.JPG,/objects/small/360_1_sm.jpg,/objects/thumbs/360_1_th.jpg
,dcb360,,,,,,/objects/360_2.JPG,/objects/small/360_2_sm.jpg,/objects/thumbs/360_2_th.jpg
dcb361,,Sterling Beer plaster advertising piece,,Image;StillImage,image/jpg,image,/objects/361.JPG,/objects/small/361_sm.JPG,/objects/thumbs/361_th.JPG
dcb362,,"Pfeiffer's advertising figure, some damage",,Image;StillImage,image/jpg,image,/objects/362.JPG,/objects/small/362_sm.JPG,/objects/thumbs/362_th.JPG
dcb363,,"Pair of plaster beer advertising figures,",damage to girl,Image;StillImage,image/jpg,image,/objects/363.JPG,/objects/small/363_sm.JPG,/objects/thumbs/363_th.JPG
dcb364,,Berghoff advertising sign on masonite,,Image;StillImage,image/jpg,image,/objects/364.JPG,/objects/small/364_sm.JPG,/objects/thumbs/364_th.JPG
dcb365,,Berghoff advertising sign,,Image;StillImage,image/jpg,image,/objects/365.JPG,/objects/small/365_sm.JPG,/objects/thumbs/365_th.JPG
dcb366,,"Centlivre glass sign, losses",,Image;StillImage,image/jpg,image,/objects/366.JPG,/objects/small/366_sm.JPG,/objects/thumbs/366_th.JPG
dcb367,,Berghoff Beer advertising tray,,Image;StillImage,image/jpg,image,/objects/367.JPG,/objects/small/367_sm.JPG,/objects/thumbs/367_th.JPG
dcb368,,Old Crown bottle cap advertising sign,,Image;StillImage,image/jpg,image,/objects/368.JPG,/objects/small/368_sm.JPG,/objects/thumbs/368_th.JPG
dcb369,,Old Crown lot of metal tags,,Image;StillImage,image/jpg,image,/objects/369.JPG,/objects/small/369_sm.JPG,/objects/thumbs/369_th.JPG
dcb370,,Lot of 2 Berghoff train cars and 5 Falstaff,coasters,Image;StillImage,image/jpg,image,/objects/370.JPG,/objects/small/370_sm.JPG,/objects/thumbs/370_th.JPG
dcb371,,Falls City Beer letter opener,,Image;StillImage,image/jpg,image,/objects/371.JPG,/objects/small/371_sm.JPG,/objects/thumbs/371_th.JPG
dcb372,,Old Crown and other box of labels,,Image;StillImage,image/jpg,image,/objects/372.JPG,/objects/small/372_sm.JPG,/objects/thumbs/372_th.JPG
dcb373,,"Glass advertising sign - John Lenk Groceries,","Dry Goods & Meat Market, Fort Wayne",Image;StillImage,image/jpg,image,/objects/373.JPG,/objects/small/373_sm.JPG,/objects/thumbs/373_th.JPG
dcb374,,"Old brewery photograph, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/374.JPG,/objects/small/374_sm.JPG,/objects/thumbs/374_th.JPG
dcb375,,Old Crown and other related items,,Image;StillImage,image/jpg,image,/objects/375.JPG,/objects/small/375_sm.JPG,/objects/thumbs/375_th.JPG
dcb376,,Glass beaker in original box,,Image;StillImage,image/jpg,image,/objects/376.JPG,/objects/small/376_sm.JPG,/objects/thumbs/376_th.JPG
dcb377,,"C.L. Centlivre corkscrew, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/377.JPG,/objects/small/377_sm.JPG,/objects/thumbs/377_th.JPG
dcb378,,Berghoff 1887 beer bottle opener,,Image;StillImage,image/jpg,image,/objects/378.JPG,/objects/small/378_sm.JPG,/objects/thumbs/378_th.JPG
dcb379,,"Family Liquor Store A.B. Jackson Prop. Fort Wayne,",advertising piece,Image;StillImage,image/jpg,image,/objects/379.JPG,/objects/small/379_sm.JPG,/objects/thumbs/379_th.JPG
dcb380,,"Pennsylvania Bottle Collectors Assoc. jug,",1973 banquet,record,image/jpg,multiple,,/objects/small/380_1_sm.jpg,/objects/thumbs/380_1_th.jpg
,dcb380,,,,,,/objects/380_1.JPG,/objects/small/380_1_sm.jpg,/objects/thumbs/380_1_th.jpg
,dcb380,,,,,,/objects/380_2.JPG,/objects/small/380_2_sm.jpg,/objects/thumbs/380_2_th.jpg
dcb381,,Lot of 3 Fort Wayne advertising tins:,"J.C. Hutzell's Ovelmo Treatment, Ovelmo Blood  Purifier; Phosphorated Iron",Image;StillImage,image/jpg,image,/objects/381.JPG,/objects/small/381_sm.JPG,/objects/thumbs/381_th.JPG
dcb382,,"The Old Fort Distilling Co shot glass, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/382.JPG,/objects/small/382_sm.JPG,/objects/thumbs/382_th.JPG
dcb383,,"The Old Fort Distilling Co shot glass, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/383.JPG,/objects/small/383_sm.JPG,/objects/thumbs/383_th.JPG
dcb384,,"The Old Fort Distilling Co shot glass, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/384.JPG,/objects/small/384_sm.JPG,/objects/thumbs/384_th.JPG
dcb385,,"The Old Fort Distilling Co shot glass, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/385.JPG,/objects/small/385_sm.JPG,/objects/thumbs/385_th.JPG
dcb386,,"Freese & Gale shot glass, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/386.JPG,/objects/small/386_sm.JPG,/objects/thumbs/386_th.JPG
dcb387,,"Freese & Gale shot glass, Fort Wayne",,Image;StillImage,image/jpg,image,/objects/387.JPG,/objects/small/387_sm.JPG,/objects/thumbs/387_th.JPG
