objectid,parentid,title,description,type,format,display_template,object_location,image_small,image_thumb
dcb137,,Indiana soda bottle E.B. Co. Evansville IN,no description,record,image/jpg,multiple,,/objects/small/137_1_sm.jpg,/objects/thumbs/137_1_th.jpg
,dcb137,,,,,,/objects/137_1.JPG,/objects/small/137_1_sm.jpg,/objects/thumbs/137_1_th.jpg
,dcb137,,,,,,/objects/137_2.JPG,/objects/small/137_2_sm.jpg,/objects/thumbs/137_2_th.jpg
dcb138,,Indiana soda bottle H.L. Studer Mineral Water,"Works, Ft Wayne",record,image/jpg,multiple,,/objects/small/138_1_sm.jpg,/objects/thumbs/138_1_th.jpg
,dcb138,,,,,,/objects/138_1.JPG,/objects/small/138_1_sm.jpg,/objects/thumbs/138_1_th.jpg
,dcb138,,,,,,/objects/138_2.JPG,/objects/small/138_2_sm.jpg,/objects/thumbs/138_2_th.jpg
dcb139,,Indiana soda bottle J.T. Radmaker Marion IN,no description,record,image/jpg,multiple,,/objects/small/139_1_sm.jpg,/objects/thumbs/139_1_th.jpg
,dcb139,,,,,,/objects/139_1.JPG,/objects/small/139_1_sm.jpg,/objects/thumbs/139_1_th.jpg
,dcb139,,,,,,/objects/139_2.JPG,/objects/small/139_2_sm.jpg,/objects/thumbs/139_2_th.jpg
dcb140,,Indiana soda bottle P.W. Ward Indianapolis IN,no description,record,image/jpg,multiple,,/objects/small/140_1_sm.jpg,/objects/thumbs/140_1_th.jpg
,dcb140,,,,,,/objects/140_1.JPG,/objects/small/140_1_sm.jpg,/objects/thumbs/140_1_th.jpg
,dcb140,,,,,,/objects/140_2.JPG,/objects/small/140_2_sm.jpg,/objects/thumbs/140_2_th.jpg
dcb141,,"Indiana bottle, Richard E. Fullerton Kendallville,",IN,record,image/jpg,multiple,,/objects/small/141_1_sm.jpg,/objects/thumbs/141_1_th.jpg
,dcb141,,,,,,/objects/141_1.JPG,/objects/small/141_1_sm.jpg,/objects/thumbs/141_1_th.jpg
,dcb141,,,,,,/objects/141_2.JPG,/objects/small/141_2_sm.jpg,/objects/thumbs/141_2_th.jpg
dcb142,,Indiana beer bottle Wm. Scheele Mineral Water,"Works, Ft W",record,image/jpg,multiple,,/objects/small/142_1_sm.jpg,/objects/thumbs/142_1_th.jpg
,dcb142,,,,,,/objects/142_1.JPG,/objects/small/142_1_sm.jpg,/objects/thumbs/142_1_th.jpg
,dcb142,,,,,,/objects/142_2.JPG,/objects/small/142_2_sm.jpg,/objects/thumbs/142_2_th.jpg
dcb143,,Indiana beer bottle Wm. Scheele Mineral Water,"Works, Ft W",record,image/jpg,multiple,,/objects/small/143_1_sm.jpg,/objects/thumbs/143_1_th.jpg
,dcb143,,,,,,/objects/143_1.JPG,/objects/small/143_1_sm.jpg,/objects/thumbs/143_1_th.jpg
,dcb143,,,,,,/objects/143_2.JPG,/objects/small/143_2_sm.jpg,/objects/thumbs/143_2_th.jpg
dcb144,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/144_1_sm.jpg,/objects/thumbs/144_1_th.jpg
,dcb144,,,,,,/objects/144_1.JPG,/objects/small/144_1_sm.jpg,/objects/thumbs/144_1_th.jpg
,dcb144,,,,,,/objects/144_2.JPG,/objects/small/144_2_sm.jpg,/objects/thumbs/144_2_th.jpg
dcb145,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/145_1_sm.jpg,/objects/thumbs/145_1_th.jpg
,dcb145,,,,,,/objects/145_1.JPG,/objects/small/145_1_sm.jpg,/objects/thumbs/145_1_th.jpg
,dcb145,,,,,,/objects/145_2.JPG,/objects/small/145_2_sm.jpg,/objects/thumbs/145_2_th.jpg
dcb146,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/146_1_sm.jpg,/objects/thumbs/146_1_th.jpg
,dcb146,,,,,,/objects/146_1.JPG,/objects/small/146_1_sm.jpg,/objects/thumbs/146_1_th.jpg
,dcb146,,,,,,/objects/146_2.JPG,/objects/small/146_2_sm.jpg,/objects/thumbs/146_2_th.jpg
dcb147,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/147_1_sm.jpg,/objects/thumbs/147_1_th.jpg
,dcb147,,,,,,/objects/147_1.JPG,/objects/small/147_1_sm.jpg,/objects/thumbs/147_1_th.jpg
,dcb147,,,,,,/objects/147_2.JPG,/objects/small/147_2_sm.jpg,/objects/thumbs/147_2_th.jpg
dcb148,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/148_1_sm.jpg,/objects/thumbs/148_1_th.jpg
,dcb148,,,,,,/objects/148_1.JPG,/objects/small/148_1_sm.jpg,/objects/thumbs/148_1_th.jpg
,dcb148,,,,,,/objects/148_2.JPG,/objects/small/148_2_sm.jpg,/objects/thumbs/148_2_th.jpg
dcb149,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/149_1_sm.jpg,/objects/thumbs/149_1_th.jpg
,dcb149,,,,,,/objects/149_1.JPG,/objects/small/149_1_sm.jpg,/objects/thumbs/149_1_th.jpg
,dcb149,,,,,,/objects/149_2.JPG,/objects/small/149_2_sm.jpg,/objects/thumbs/149_2_th.jpg
dcb150,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/150_1_sm.jpg,/objects/thumbs/150_1_th.jpg
,dcb150,,,,,,/objects/150_1.JPG,/objects/small/150_1_sm.jpg,/objects/thumbs/150_1_th.jpg
,dcb150,,,,,,/objects/150_2.JPG,/objects/small/150_2_sm.jpg,/objects/thumbs/150_2_th.jpg
dcb151,,Indiana beer bottle L. Brames & Co Ft Wayne Ind,no description,record,image/jpg,multiple,,/objects/small/151_1_sm.jpg,/objects/thumbs/151_1_th.jpg
,dcb151,,,,,,/objects/151_1.JPG,/objects/small/151_1_sm.jpg,/objects/thumbs/151_1_th.jpg
,dcb151,,,,,,/objects/151_2.JPG,/objects/small/151_2_sm.jpg,/objects/thumbs/151_2_th.jpg
dcb152,,"Indiana beer bottle L. Brames & Co Ft Wayne Ind,",pint,record,image/jpg,multiple,,/objects/small/152_1_sm.jpg,/objects/thumbs/152_1_th.jpg
,dcb152,,,,,,/objects/152_1.JPG,/objects/small/152_1_sm.jpg,/objects/thumbs/152_1_th.jpg
,dcb152,,,,,,/objects/152_2.JPG,/objects/small/152_2_sm.jpg,/objects/thumbs/152_2_th.jpg
dcb153,,"Indiana beer bottle L. Brames & Co Ft Wayne Ind,",pint,record,image/jpg,multiple,,/objects/small/153_1_sm.jpg,/objects/thumbs/153_1_th.jpg
,dcb153,,,,,,/objects/153_1.JPG,/objects/small/153_1_sm.jpg,/objects/thumbs/153_1_th.jpg
,dcb153,,,,,,/objects/153_2.JPG,/objects/small/153_2_sm.jpg,/objects/thumbs/153_2_th.jpg
dcb154,,"Indiana beer bottle L. Brames & Co Ft Wayne Ind,",pint,record,image/jpg,multiple,,/objects/small/154_1_sm.jpg,/objects/thumbs/154_1_th.jpg
,dcb154,,,,,,/objects/154_1.JPG,/objects/small/154_1_sm.jpg,/objects/thumbs/154_1_th.jpg
,dcb154,,,,,,/objects/154_2.JPG,/objects/small/154_2_sm.jpg,/objects/thumbs/154_2_th.jpg
dcb155,,"Indiana beer bottle L. Brames & Co Ft Wayne Ind,",pony size,record,image/jpg,multiple,,/objects/small/155_1_sm.jpg,/objects/thumbs/155_1_th.jpg
,dcb155,,,,,,/objects/155_1.JPG,/objects/small/155_1_sm.jpg,/objects/thumbs/155_1_th.jpg
,dcb155,,,,,,/objects/155_2.JPG,/objects/small/155_2_sm.jpg,/objects/thumbs/155_2_th.jpg
dcb156,,Indiana beer bottle Muessel South Bend IN,no description,record,image/jpg,multiple,,/objects/small/156_1_sm.jpg,/objects/thumbs/156_1_th.jpg
,dcb156,,,,,,/objects/156_1.JPG,/objects/small/156_1_sm.jpg,/objects/thumbs/156_1_th.jpg
,dcb156,,,,,,/objects/156_2.JPG,/objects/small/156_2_sm.jpg,/objects/thumbs/156_2_th.jpg
dcb157,,Indiana beer bottle Muessel Bros South Bend IN,no description,record,image/jpg,multiple,,/objects/small/157_1_sm.jpg,/objects/thumbs/157_1_th.jpg
,dcb157,,,,,,/objects/157_1.JPG,/objects/small/157_1_sm.jpg,/objects/thumbs/157_1_th.jpg
,dcb157,,,,,,/objects/157_2.JPG,/objects/small/157_2_sm.jpg,/objects/thumbs/157_2_th.jpg
dcb158,,"Indiana beer bottle Riedel & Griestinger,",So Bend Ind,record,image/jpg,multiple,,/objects/small/158_1_sm.jpg,/objects/thumbs/158_1_th.jpg
,dcb158,,,,,,/objects/158_1.JPG,/objects/small/158_1_sm.jpg,/objects/thumbs/158_1_th.jpg
,dcb158,,,,,,/objects/158_2.JPG,/objects/small/158_2_sm.jpg,/objects/thumbs/158_2_th.jpg
dcb159,,"Indiana beer bottle Paul J. Haas Bottler, South","Bend, small chip to collar",record,image/jpg,multiple,,/objects/small/159_1_sm.jpg,/objects/thumbs/159_1_th.jpg
,dcb159,,,,,,/objects/159_1.JPG,/objects/small/159_1_sm.jpg,/objects/thumbs/159_1_th.jpg
,dcb159,,,,,,/objects/159_2.JPG,/objects/small/159_2_sm.jpg,/objects/thumbs/159_2_th.jpg
dcb160,,Indiana beer bottle John Grief South Bend IN,no description,record,image/jpg,multiple,,/objects/small/160_1_sm.jpg,/objects/thumbs/160_1_th.jpg
,dcb160,,,,,,/objects/160_1.JPG,/objects/small/160_1_sm.jpg,/objects/thumbs/160_1_th.jpg
,dcb160,,,,,,/objects/160_2.JPG,/objects/small/160_2_sm.jpg,/objects/thumbs/160_2_th.jpg
dcb161,,Indiana beer bottle Mishawaka Bottling Works,"D.A. Gross, Proprietor, Mishawaka IN",record,image/jpg,multiple,,/objects/small/161_1_sm.jpg,/objects/thumbs/161_1_th.jpg
,dcb161,,,,,,/objects/161_1.JPG,/objects/small/161_1_sm.jpg,/objects/thumbs/161_1_th.jpg
,dcb161,,,,,,/objects/161_2.JPG,/objects/small/161_2_sm.jpg,/objects/thumbs/161_2_th.jpg
dcb162,,Indiana beer bottle J.K. & Son Anderson IN,no description,record,image/jpg,multiple,,/objects/small/162_1_sm.jpg,/objects/thumbs/162_1_th.jpg
,dcb162,,,,,,/objects/162_1.JPG,/objects/small/162_1_sm.jpg,/objects/thumbs/162_1_th.jpg
,dcb162,,,,,,/objects/162_2.JPG,/objects/small/162_2_sm.jpg,/objects/thumbs/162_2_th.jpg
dcb163,,Indiana beer bottle Gustave Haun Ligonier IN,no description,record,image/jpg,multiple,,/objects/small/163_1_sm.jpg,/objects/thumbs/163_1_th.jpg
,dcb163,,,,,,/objects/163_1.JPG,/objects/small/163_1_sm.jpg,/objects/thumbs/163_1_th.jpg
,dcb163,,,,,,/objects/163_2.JPG,/objects/small/163_2_sm.jpg,/objects/thumbs/163_2_th.jpg
dcb164,,Indiana beer bottle George W. Nichols Bottling,Works Berne IN,record,image/jpg,multiple,,/objects/small/164_1_sm.jpg,/objects/thumbs/164_1_th.jpg
,dcb164,,,,,,/objects/164_1.JPG,/objects/small/164_1_sm.jpg,/objects/thumbs/164_1_th.jpg
,dcb164,,,,,,/objects/164_2.JPG,/objects/small/164_2_sm.jpg,/objects/thumbs/164_2_th.jpg
dcb165,,Indiana beer bottle T. M. Norton Brewing Co.,Anderson IN,record,image/jpg,multiple,,/objects/small/165_1_sm.jpg,/objects/thumbs/165_1_th.jpg
,dcb165,,,,,,/objects/165_1.JPG,/objects/small/165_1_sm.jpg,/objects/thumbs/165_1_th.jpg
,dcb165,,,,,,/objects/165_2.JPG,/objects/small/165_2_sm.jpg,/objects/thumbs/165_2_th.jpg
dcb166,,Indiana beer bottle S. Stone & Co. Elkhart IN,no description,record,image/jpg,multiple,,/objects/small/166_1_sm.jpg,/objects/thumbs/166_1_th.jpg
,dcb166,,,,,,/objects/166_1.JPG,/objects/small/166_1_sm.jpg,/objects/thumbs/166_1_th.jpg
,dcb166,,,,,,/objects/166_2.JPG,/objects/small/166_2_sm.jpg,/objects/thumbs/166_2_th.jpg
dcb167,,Indiana beer bottle H.C. Kunkel Michigan City IN,no description,record,image/jpg,multiple,,/objects/small/167_1_sm.jpg,/objects/thumbs/167_1_th.jpg
,dcb167,,,,,,/objects/167_1.JPG,/objects/small/167_1_sm.jpg,/objects/thumbs/167_1_th.jpg
,dcb167,,,,,,/objects/167_2.JPG,/objects/small/167_2_sm.jpg,/objects/thumbs/167_2_th.jpg
dcb168,,"Indiana beer bottle Mishawaka Bottling Works,","D.A. Gross Proprietor, Mishawaka IN",record,image/jpg,multiple,,/objects/small/168_1_sm.jpg,/objects/thumbs/168_1_th.jpg
,dcb168,,,,,,/objects/168_1.JPG,/objects/small/168_1_sm.jpg,/objects/thumbs/168_1_th.jpg
,dcb168,,,,,,/objects/168_2.JPG,/objects/small/168_2_sm.jpg,/objects/thumbs/168_2_th.jpg
dcb169,,Indiana beer bottle C. Bauerlein Riverside,"Bottling Works, Mishawaka IN",record,image/jpg,multiple,,/objects/small/169_1_sm.jpg,/objects/thumbs/169_1_th.jpg
,dcb169,,,,,,/objects/169_1.JPG,/objects/small/169_1_sm.jpg,/objects/thumbs/169_1_th.jpg
,dcb169,,,,,,/objects/169_2.JPG,/objects/small/169_2_sm.jpg,/objects/thumbs/169_2_th.jpg
dcb170,,Indiana beer bottle C.H. Mayer & Co Hammond IN,no description,record,image/jpg,multiple,,/objects/small/170_1_sm.jpg,/objects/thumbs/170_1_th.jpg
,dcb170,,,,,,/objects/170_1.JPG,/objects/small/170_1_sm.jpg,/objects/thumbs/170_1_th.jpg
,dcb170,,,,,,/objects/170_2.JPG,/objects/small/170_2_sm.jpg,/objects/thumbs/170_2_th.jpg
dcb171,,"Indiana beer bottle Huntington Brewing Co,",Huntington IN,record,image/jpg,multiple,,/objects/small/171_1_sm.jpg,/objects/thumbs/171_1_th.jpg
,dcb171,,,,,,/objects/171_1.JPG,/objects/small/171_1_sm.jpg,/objects/thumbs/171_1_th.jpg
,dcb171,,,,,,/objects/171_2.JPG,/objects/small/171_2_sm.jpg,/objects/thumbs/171_2_th.jpg
dcb172,,"Indiana beer bottle J.L. Brown & Co,",Huntington IN,record,image/jpg,multiple,,/objects/small/172_1_sm.jpg,/objects/thumbs/172_1_th.jpg
,dcb172,,,,,,/objects/172_1.JPG,/objects/small/172_1_sm.jpg,/objects/thumbs/172_1_th.jpg
,dcb172,,,,,,/objects/172_2.JPG,/objects/small/172_2_sm.jpg,/objects/thumbs/172_2_th.jpg
dcb173,,"Indiana beer bottle Carl Lang Huntington Brewery,",Huntington IN,record,image/jpg,multiple,,/objects/small/173_1_sm.jpg,/objects/thumbs/173_1_th.jpg
,dcb173,,,,,,/objects/173_1.JPG,/objects/small/173_1_sm.jpg,/objects/thumbs/173_1_th.jpg
,dcb173,,,,,,/objects/173_2.JPG,/objects/small/173_2_sm.jpg,/objects/thumbs/173_2_th.jpg
dcb174,,"Indiana beer bottle Carl Lang Huntington Brewery,",Huntington IN,record,image/jpg,multiple,,/objects/small/174_1_sm.jpg,/objects/thumbs/174_1_th.jpg
,dcb174,,,,,,/objects/174_1.JPG,/objects/small/174_1_sm.jpg,/objects/thumbs/174_1_th.jpg
,dcb174,,,,,,/objects/174_2.JPG,/objects/small/174_2_sm.jpg,/objects/thumbs/174_2_th.jpg
dcb175,,Indiana beer bottle McLin's Kolatona Huntington IN,no description,record,image/jpg,multiple,,/objects/small/175_1_sm.jpg,/objects/thumbs/175_1_th.jpg
,dcb175,,,,,,/objects/175_1.JPG,/objects/small/175_1_sm.jpg,/objects/thumbs/175_1_th.jpg
,dcb175,,,,,,/objects/175_2.JPG,/objects/small/175_2_sm.jpg,/objects/thumbs/175_2_th.jpg
dcb176,,Indiana beer bottle A.M. Smith Elkhart IN,no description,record,image/jpg,multiple,,/objects/small/176_1_sm.jpg,/objects/thumbs/176_1_th.jpg
,dcb176,,,,,,/objects/176_1.JPG,/objects/small/176_1_sm.jpg,/objects/thumbs/176_1_th.jpg
,dcb176,,,,,,/objects/176_2.JPG,/objects/small/176_2_sm.jpg,/objects/thumbs/176_2_th.jpg
dcb177,,"Indiana beer bottle C.H. Mayer & Co Hammond IN,",cracked,record,image/jpg,multiple,,/objects/small/177_1_sm.jpg,/objects/thumbs/177_1_th.jpg
,dcb177,,,,,,/objects/177_1.JPG,/objects/small/177_1_sm.jpg,/objects/thumbs/177_1_th.jpg
,dcb177,,,,,,/objects/177_2.JPG,/objects/small/177_2_sm.jpg,/objects/thumbs/177_2_th.jpg
dcb178,,Indiana beer bottle C.H. Mayer & Co Hammond IN,no description,record,image/jpg,multiple,,/objects/small/178_1_sm.jpg,/objects/thumbs/178_1_th.jpg
,dcb178,,,,,,/objects/178_1.JPG,/objects/small/178_1_sm.jpg,/objects/thumbs/178_1_th.jpg
,dcb178,,,,,,/objects/178_2.JPG,/objects/small/178_2_sm.jpg,/objects/thumbs/178_2_th.jpg
dcb179,,"Indiana beer bottle Alexandria Bottling Works,",Alexandria IN,record,image/jpg,multiple,,/objects/small/179_1_sm.jpg,/objects/thumbs/179_1_th.jpg
,dcb179,,,,,,/objects/179_1.JPG,/objects/small/179_1_sm.jpg,/objects/thumbs/179_1_th.jpg
,dcb179,,,,,,/objects/179_2.JPG,/objects/small/179_2_sm.jpg,/objects/thumbs/179_2_th.jpg
dcb180,,Indiana beer bottle IND BR'G Assn Marion IN,no description,record,image/jpg,multiple,,/objects/small/180_1_sm.jpg,/objects/thumbs/180_1_th.jpg
,dcb180,,,,,,/objects/180_1.JPG,/objects/small/180_1_sm.jpg,/objects/thumbs/180_1_th.jpg
,dcb180,,,,,,/objects/180_2.JPG,/objects/small/180_2_sm.jpg,/objects/thumbs/180_2_th.jpg
dcb181,,"Indiana beer bottle The Minck Brewing Co,",Richmond IN,record,image/jpg,multiple,,/objects/small/181_1_sm.jpg,/objects/thumbs/181_1_th.jpg
,dcb181,,,,,,/objects/181_1.JPG,/objects/small/181_1_sm.jpg,/objects/thumbs/181_1_th.jpg
,dcb181,,,,,,/objects/181_2.JPG,/objects/small/181_2_sm.jpg,/objects/thumbs/181_2_th.jpg
dcb182,,Indiana beer bottle H.P. Taylor Richmond IN,no description,record,image/jpg,multiple,,/objects/small/182_1_sm.jpg,/objects/thumbs/182_1_th.jpg
,dcb182,,,,,,/objects/182_1.JPG,/objects/small/182_1_sm.jpg,/objects/thumbs/182_1_th.jpg
,dcb182,,,,,,/objects/182_2.JPG,/objects/small/182_2_sm.jpg,/objects/thumbs/182_2_th.jpg
dcb183,,Indiana beer bottle Adam H. Kemper Richmond IN,no description,record,image/jpg,multiple,,/objects/small/183_1_sm.jpg,/objects/thumbs/183_1_th.jpg
,dcb183,,,,,,/objects/183_1.JPG,/objects/small/183_1_sm.jpg,/objects/thumbs/183_1_th.jpg
,dcb183,,,,,,/objects/183_2.JPG,/objects/small/183_2_sm.jpg,/objects/thumbs/183_2_th.jpg
dcb184,,Indiana beer bottle The Minck Brewing Co Richmond,IN,record,image/jpg,multiple,,/objects/small/184_1_sm.jpg,/objects/thumbs/184_1_th.jpg
,dcb184,,,,,,/objects/184_1.JPG,/objects/small/184_1_sm.jpg,/objects/thumbs/184_1_th.jpg
,dcb184,,,,,,/objects/184_2.JPG,/objects/small/184_2_sm.jpg,/objects/thumbs/184_2_th.jpg
dcb185,,Indiana beer bottle M.B. Co Madison IN,no description,record,image/jpg,multiple,,/objects/small/185_1_sm.jpg,/objects/thumbs/185_1_th.jpg
,dcb185,,,,,,/objects/185_1.JPG,/objects/small/185_1_sm.jpg,/objects/thumbs/185_1_th.jpg
,dcb185,,,,,,/objects/185_2.JPG,/objects/small/185_2_sm.jpg,/objects/thumbs/185_2_th.jpg
dcb186,,Indiana beer bottle M.B. Co Madison IN,no description,record,image/jpg,multiple,,/objects/small/186_1_sm.jpg,/objects/thumbs/186_1_th.jpg
,dcb186,,,,,,/objects/186_1.JPG,/objects/small/186_1_sm.jpg,/objects/thumbs/186_1_th.jpg
,dcb186,,,,,,/objects/186_2.JPG,/objects/small/186_2_sm.jpg,/objects/thumbs/186_2_th.jpg
dcb187,,"Indiana beer bottle Alexandria Bottling Works,",Alexandria IN,record,image/jpg,multiple,,/objects/small/187_1_sm.jpg,/objects/thumbs/187_1_th.jpg
,dcb187,,,,,,/objects/187_1.JPG,/objects/small/187_1_sm.jpg,/objects/thumbs/187_1_th.jpg
,dcb187,,,,,,/objects/187_2.JPG,/objects/small/187_2_sm.jpg,/objects/thumbs/187_2_th.jpg
dcb188,,Indiana beer bottle A. Reed & Co Peru IN,no description,record,image/jpg,multiple,,/objects/small/188_1_sm.jpg,/objects/thumbs/188_1_th.jpg
,dcb188,,,,,,/objects/188_1.JPG,/objects/small/188_1_sm.jpg,/objects/thumbs/188_1_th.jpg
,dcb188,,,,,,/objects/188_2.JPG,/objects/small/188_2_sm.jpg,/objects/thumbs/188_2_th.jpg
dcb189,,Indiana beer bottle Peru  Brewery Peru IN,no description,record,image/jpg,multiple,,/objects/small/189_1_sm.jpg,/objects/thumbs/189_1_th.jpg
,dcb189,,,,,,/objects/189_1.JPG,/objects/small/189_1_sm.jpg,/objects/thumbs/189_1_th.jpg
,dcb189,,,,,,/objects/189_2.JPG,/objects/small/189_2_sm.jpg,/objects/thumbs/189_2_th.jpg
dcb190,,Indiana beer bottle J.O. Cole Peru IN,no description,record,image/jpg,multiple,,/objects/small/190_1_sm.jpg,/objects/thumbs/190_1_th.jpg
,dcb190,,,,,,/objects/190_1.JPG,/objects/small/190_1_sm.jpg,/objects/thumbs/190_1_th.jpg
,dcb190,,,,,,/objects/190_2.JPG,/objects/small/190_2_sm.jpg,/objects/thumbs/190_2_th.jpg
dcb191,,Indiana beer bottle J.O. Cole Peru IN,no description,record,image/jpg,multiple,,/objects/small/191_1_sm.jpg,/objects/thumbs/191_1_th.jpg
,dcb191,,,,,,/objects/191_1.JPG,/objects/small/191_1_sm.jpg,/objects/thumbs/191_1_th.jpg
,dcb191,,,,,,/objects/191_2.JPG,/objects/small/191_2_sm.jpg,/objects/thumbs/191_2_th.jpg
dcb192,,Indiana beer bottle Peru Brewery Peru IN,no description,record,image/jpg,multiple,,/objects/small/192_1_sm.jpg,/objects/thumbs/192_1_th.jpg
,dcb192,,,,,,/objects/192_1.JPG,/objects/small/192_1_sm.jpg,/objects/thumbs/192_1_th.jpg
,dcb192,,,,,,/objects/192_2.JPG,/objects/small/192_2_sm.jpg,/objects/thumbs/192_2_th.jpg
dcb193,,Indiana beer bottle Peru Brewery Peru IN,no description,record,image/jpg,multiple,,/objects/small/193_1_sm.jpg,/objects/thumbs/193_1_th.jpg
,dcb193,,,,,,/objects/193_1.JPG,/objects/small/193_1_sm.jpg,/objects/thumbs/193_1_th.jpg
,dcb193,,,,,,/objects/193_2.JPG,/objects/small/193_2_sm.jpg,/objects/thumbs/193_2_th.jpg
dcb194,,Indiana beer bottle Centlivre large display bottle,"Fort Wayne, 20""",record,image/jpg,multiple,,/objects/small/194_1_sm.jpg,/objects/thumbs/194_1_th.jpg
,dcb194,,,,,,/objects/194_1.JPG,/objects/small/194_1_sm.jpg,/objects/thumbs/194_1_th.jpg
,dcb194,,,,,,/objects/194_2.JPG,/objects/small/194_2_sm.jpg,/objects/thumbs/194_2_th.jpg
dcb195,,Indiana beer bottle K & C Indianapolis Bottling,Works,record,image/jpg,multiple,,/objects/small/195_1_sm.jpg,/objects/thumbs/195_1_th.jpg
,dcb195,,,,,,/objects/195_1.JPG,/objects/small/195_1_sm.jpg,/objects/thumbs/195_1_th.jpg
,dcb195,,,,,,/objects/195_2.JPG,/objects/small/195_2_sm.jpg,/objects/thumbs/195_2_th.jpg
dcb196,,Indiana beer bottle Jac. Metzger & Co Indianapolis,no description,record,image/jpg,multiple,,/objects/small/196_1_sm.jpg,/objects/thumbs/196_1_th.jpg
,dcb196,,,,,,/objects/196_1.JPG,/objects/small/196_1_sm.jpg,/objects/thumbs/196_1_th.jpg
,dcb196,,,,,,/objects/196_2.JPG,/objects/small/196_2_sm.jpg,/objects/thumbs/196_2_th.jpg
dcb197,,Indiana beer bottle Indianapolis Brewing Co,Indianapolis IN,record,image/jpg,multiple,,/objects/small/197_1_sm.jpg,/objects/thumbs/197_1_th.jpg
,dcb197,,,,,,/objects/197_1.JPG,/objects/small/197_1_sm.jpg,/objects/thumbs/197_1_th.jpg
,dcb197,,,,,,/objects/197_2.JPG,/objects/small/197_2_sm.jpg,/objects/thumbs/197_2_th.jpg
dcb198,,Indiana beer bottle Jacob Metzger & Co,Indianapolis IN,record,image/jpg,multiple,,/objects/small/198_1_sm.jpg,/objects/thumbs/198_1_th.jpg
,dcb198,,,,,,/objects/198_1.JPG,/objects/small/198_1_sm.jpg,/objects/thumbs/198_1_th.jpg
,dcb198,,,,,,/objects/198_2.JPG,/objects/small/198_2_sm.jpg,/objects/thumbs/198_2_th.jpg
dcb199,,Indiana beer bottle Indianapolis Brewing Co,Indianapolis IN,record,image/jpg,multiple,,/objects/small/199_1_sm.jpg,/objects/thumbs/199_1_th.jpg
,dcb199,,,,,,/objects/199_1.JPG,/objects/small/199_1_sm.jpg,/objects/thumbs/199_1_th.jpg
,dcb199,,,,,,/objects/199_2.JPG,/objects/small/199_2_sm.jpg,/objects/thumbs/199_2_th.jpg
dcb200,,"Indiana beer bottle Chas Graf Berliner Weiss Beer,",Terre Haute IN,record,image/jpg,multiple,,/objects/small/200_1_sm.jpg,/objects/thumbs/200_1_th.jpg
,dcb200,,,,,,/objects/200_1.JPG,/objects/small/200_1_sm.jpg,/objects/thumbs/200_1_th.jpg
,dcb200,,,,,,/objects/200_2.JPG,/objects/small/200_2_sm.jpg,/objects/thumbs/200_2_th.jpg
dcb201,,"Indiana beer bottle The Walter Raupfer Brewing,",Columbia City IN,record,image/jpg,multiple,,/objects/small/201_1_sm.jpg,/objects/thumbs/201_1_th.jpg
,dcb201,,,,,,/objects/201_1.JPG,/objects/small/201_1_sm.jpg,/objects/thumbs/201_1_th.jpg
,dcb201,,,,,,/objects/201_2.JPG,/objects/small/201_2_sm.jpg,/objects/thumbs/201_2_th.jpg
dcb202,,"Indiana beer bottle The Walter Raupfer Brewing,",Columbia City IN,record,image/jpg,multiple,,/objects/small/202_1_sm.jpg,/objects/thumbs/202_1_th.jpg
,dcb202,,,,,,/objects/202_1.JPG,/objects/small/202_1_sm.jpg,/objects/thumbs/202_1_th.jpg
,dcb202,,,,,,/objects/202_2.JPG,/objects/small/202_2_sm.jpg,/objects/thumbs/202_2_th.jpg
dcb203,,"Indiana beer bottle The Walter Raupfer Brewing,",Columbia City IN,record,image/jpg,multiple,,/objects/small/203_1_sm.jpg,/objects/thumbs/203_1_th.jpg
,dcb203,,,,,,/objects/203_1.JPG,/objects/small/203_1_sm.jpg,/objects/thumbs/203_1_th.jpg
,dcb203,,,,,,/objects/203_2.JPG,/objects/small/203_2_sm.jpg,/objects/thumbs/203_2_th.jpg
dcb204,,Indiana beer bottle Milwaukee Bottling Co,Indianapolis IN,record,image/jpg,multiple,,/objects/small/204_1_sm.jpg,/objects/thumbs/204_1_th.jpg
,dcb204,,,,,,/objects/204_1.JPG,/objects/small/204_1_sm.jpg,/objects/thumbs/204_1_th.jpg
,dcb204,,,,,,/objects/204_2.JPG,/objects/small/204_2_sm.jpg,/objects/thumbs/204_2_th.jpg
dcb205,,"Indiana beer bottle The C. Habich Co Bottlers,",Indianapolis IN,record,image/jpg,multiple,,/objects/small/205_1_sm.jpg,/objects/thumbs/205_1_th.jpg
,dcb205,,,,,,/objects/205_1.JPG,/objects/small/205_1_sm.jpg,/objects/thumbs/205_1_th.jpg
